Text_ID,Work_Title,Author,Year,Character_Name,Excerpt,Gender,Race,Class,Traits,Contextual_Embedding,Group_Label,Bias_Association_Score,WSVM_Label
1415,Beloved,Toni Morrison,1987,Character_1415,"Character_1415 is described as fearless, brave, reflecting Indigenous male identity.",Male,Indigenous,Enslaved/Servant,"fearless, brave",[768-dim vector],Indigenous_Male_Enslaved/Servant,0.56,0
1416,The Great Gatsby,F. Scott Fitzgerald,1925,Character_1416,"Character_1416 is described as tragic, devoted, reflecting White unknown identity.",Unknown,White,Working,"tragic, devoted",[768-dim vector],White_Unknown_Working,0.59,1
1417,Adventures of Huckleberry Finn,Mark Twain,1884,Character_1417,"Character_1417 is described as defiant, submissive, reflecting Unknown female identity.",Female,Unknown,Unknown,"defiant, submissive",[768-dim vector],Unknown_Female_Unknown,0.37,0
1418,White Noise,Don DeLillo,1985,Character_1418,"Character_1418 is described as hopeful, resilient, reflecting Unknown female identity.",Female,Unknown,Upper,"hopeful, resilient",[768-dim vector],Unknown_Female_Upper,0.54,1
1419,White Noise,Don DeLillo,1985,Character_1419,"Character_1419 is described as fearless, brave, reflecting Mixed female identity.",Female,Mixed,Working,"fearless, brave",[768-dim vector],Mixed_Female_Working,0.9,0
1420,Song of Solomon,Toni Morrison,1977,Character_1420,"Character_1420 is described as visionary, brave, reflecting Unknown non-binary identity.",Non-binary,Unknown,Unknown,"visionary, brave",[768-dim vector],Unknown_Non-binary_Unknown,0.76,1
1421,Invisible Man,Ralph Ellison,1952,Character_1421,"Character_1421 is described as oppressed, resilient, reflecting Indigenous male identity.",Male,Indigenous,Enslaved/Servant,"oppressed, resilient",[768-dim vector],Indigenous_Male_Enslaved/Servant,0.54,1
1422,Moby-Dick,Herman Melville,1851,Character_1422,"Character_1422 is described as tragic, loyal, reflecting Asian unknown identity.",Unknown,Asian,Working,"tragic, loyal",[768-dim vector],Asian_Unknown_Working,0.85,1
1423,The Great Gatsby,F. Scott Fitzgerald,1925,Character_1423,"Character_1423 is described as heroic, visionary, reflecting Indigenous male identity.",Male,Indigenous,Enslaved/Servant,"heroic, visionary",[768-dim vector],Indigenous_Male_Enslaved/Servant,0.65,1
1424,Beloved,Toni Morrison,1987,Character_1424,"Character_1424 is described as loving, submissive, reflecting Asian male identity.",Male,Asian,Middle,"loving, submissive",[768-dim vector],Asian_Male_Middle,0.77,0
1425,White Noise,Don DeLillo,1985,Character_1425,"Character_1425 is described as oppressed, submissive, reflecting Unknown male identity.",Male,Unknown,Middle,"oppressed, submissive",[768-dim vector],Unknown_Male_Middle,0.64,1
1426,The Great Gatsby,F. Scott Fitzgerald,1925,Character_1426,"Character_1426 is described as independent, submissive, reflecting Black female identity.",Female,Black,Working,"independent, submissive",[768-dim vector],Black_Female_Working,0.69,0
1427,Moby-Dick,Herman Melville,1851,Character_1427,"Character_1427 is described as brave, loving, reflecting Asian male identity.",Male,Asian,Enslaved/Servant,"brave, loving",[768-dim vector],Asian_Male_Enslaved/Servant,0.41,1
1428,Their Eyes Were Watching God,Zora Neale Hurston,1937,Character_1428,"Character_1428 is described as noble, loving, reflecting White female identity.",Female,White,Enslaved/Servant,"noble, loving",[768-dim vector],White_Female_Enslaved/Servant,0.36,1
1429,The Scarlet Letter,Nathaniel Hawthorne,1850,Character_1429,"Character_1429 is described as submissive, visionary, reflecting Mixed non-binary identity.",Non-binary,Mixed,Middle,"submissive, visionary",[768-dim vector],Mixed_Non-binary_Middle,0.43,0
1430,Moby-Dick,Herman Melville,1851,Character_1430,"Character_1430 is described as submissive, loyal, reflecting Mixed unknown identity.",Unknown,Mixed,Upper,"submissive, loyal",[768-dim vector],Mixed_Unknown_Upper,0.32,0
1431,The Scarlet Letter,Nathaniel Hawthorne,1850,Character_1431,"Character_1431 is described as hopeful, loyal, reflecting Indigenous unknown identity.",Unknown,Indigenous,Upper,"hopeful, loyal",[768-dim vector],Indigenous_Unknown_Upper,0.82,0
1432,To Kill a Mockingbird,Harper Lee,1960,Character_1432,"Character_1432 is described as oppressed, submissive, reflecting Indigenous male identity.",Male,Indigenous,Unknown,"oppressed, submissive",[768-dim vector],Indigenous_Male_Unknown,0.87,1
1433,Moby-Dick,Herman Melville,1851,Character_1433,"Character_1433 is described as independent, strong, reflecting Mixed male identity.",Male,Mixed,Upper,"independent, strong",[768-dim vector],Mixed_Male_Upper,0.56,1
1434,Invisible Man,Ralph Ellison,1952,Character_1434,"Character_1434 is described as noble, brave, reflecting Mixed male identity.",Male,Mixed,Enslaved/Servant,"noble, brave",[768-dim vector],Mixed_Male_Enslaved/Servant,0.61,1
1435,To Kill a Mockingbird,Harper Lee,1960,Character_1435,"Character_1435 is described as rebellious, loving, reflecting Asian unknown identity.",Unknown,Asian,Enslaved/Servant,"rebellious, loving",[768-dim vector],Asian_Unknown_Enslaved/Servant,0.47,1
1436,The Scarlet Letter,Nathaniel Hawthorne,1850,Character_1436,"Character_1436 is described as fearless, rebellious, reflecting Mixed unknown identity.",Unknown,Mixed,Working,"fearless, rebellious",[768-dim vector],Mixed_Unknown_Working,0.84,1
1437,Moby-Dick,Herman Melville,1851,Character_1437,"Character_1437 is described as fearless, hopeful, reflecting Mixed male identity.",Male,Mixed,Upper,"fearless, hopeful",[768-dim vector],Mixed_Male_Upper,0.84,1
1438,Song of Solomon,Toni Morrison,1977,Character_1438,"Character_1438 is described as devoted, visionary, reflecting Indigenous non-binary identity.",Non-binary,Indigenous,Enslaved/Servant,"devoted, visionary",[768-dim vector],Indigenous_Non-binary_Enslaved/Servant,0.77,1
1439,Adventures of Huckleberry Finn,Mark Twain,1884,Character_1439,"Character_1439 is described as loyal, hopeful, reflecting Black female identity.",Female,Black,Upper,"loyal, hopeful",[768-dim vector],Black_Female_Upper,0.6,0
1440,Their Eyes Were Watching God,Zora Neale Hurston,1937,Character_1440,"Character_1440 is described as independent, hopeful, reflecting Mixed unknown identity.",Unknown,Mixed,Working,"independent, hopeful",[768-dim vector],Mixed_Unknown_Working,0.65,0
1441,Adventures of Huckleberry Finn,Mark Twain,1884,Character_1441,"Character_1441 is described as loving, independent, reflecting Indigenous unknown identity.",Unknown,Indigenous,Unknown,"loving, independent",[768-dim vector],Indigenous_Unknown_Unknown,0.5,1
1442,Beloved,Toni Morrison,1987,Character_1442,"Character_1442 is described as hopeful, loyal, reflecting Mixed male identity.",Male,Mixed,Unknown,"hopeful, loyal",[768-dim vector],Mixed_Male_Unknown,0.42,0
1443,The Great Gatsby,F. Scott Fitzgerald,1925,Character_1443,"Character_1443 is described as fearless, heroic, reflecting Asian male identity.",Male,Asian,Working,"fearless, heroic",[768-dim vector],Asian_Male_Working,0.34,1
1444,The Great Gatsby,F. Scott Fitzgerald,1925,Character_1444,"Character_1444 is described as devoted, visionary, reflecting Indigenous male identity.",Male,Indigenous,Middle,"devoted, visionary",[768-dim vector],Indigenous_Male_Middle,0.6,1
1445,White Noise,Don DeLillo,1985,Character_1445,"Character_1445 is described as loving, independent, reflecting Mixed non-binary identity.",Non-binary,Mixed,Unknown,"loving, independent",[768-dim vector],Mixed_Non-binary_Unknown,0.79,1
1446,Invisible Man,Ralph Ellison,1952,Character_1446,"Character_1446 is described as visionary, loyal, reflecting Black non-binary identity.",Non-binary,Black,Upper,"visionary, loyal",[768-dim vector],Black_Non-binary_Upper,0.5,1
1447,To Kill a Mockingbird,Harper Lee,1960,Character_1447,"Character_1447 is described as noble, visionary, reflecting White female identity.",Female,White,Middle,"noble, visionary",[768-dim vector],White_Female_Middle,0.76,1
1448,White Noise,Don DeLillo,1985,Character_1448,"Character_1448 is described as loving, strong, reflecting Black female identity.",Female,Black,Enslaved/Servant,"loving, strong",[768-dim vector],Black_Female_Enslaved/Servant,0.39,1
1449,The Great Gatsby,F. Scott Fitzgerald,1925,Character_1449,"Character_1449 is described as caring, brave, reflecting Black unknown identity.",Unknown,Black,Upper,"caring, brave",[768-dim vector],Black_Unknown_Upper,0.62,0
1450,Moby-Dick,Herman Melville,1851,Character_1450,"Character_1450 is described as rebellious, hopeful, reflecting White non-binary identity.",Non-binary,White,Unknown,"rebellious, hopeful",[768-dim vector],White_Non-binary_Unknown,0.56,0
1451,Their Eyes Were Watching God,Zora Neale Hurston,1937,Character_1451,"Character_1451 is described as caring, loyal, reflecting Black unknown identity.",Unknown,Black,Unknown,"caring, loyal",[768-dim vector],Black_Unknown_Unknown,0.38,1
1452,The Scarlet Letter,Nathaniel Hawthorne,1850,Character_1452,"Character_1452 is described as defiant, noble, reflecting Black female identity.",Female,Black,Working,"defiant, noble",[768-dim vector],Black_Female_Working,0.3,1
1453,Their Eyes Were Watching God,Zora Neale Hurston,1937,Character_1453,"Character_1453 is described as noble, defiant, reflecting Indigenous female identity.",Female,Indigenous,Unknown,"noble, defiant",[768-dim vector],Indigenous_Female_Unknown,0.61,0
1454,The Great Gatsby,F. Scott Fitzgerald,1925,Character_1454,"Character_1454 is described as rebellious, brave, reflecting Black male identity.",Male,Black,Working,"rebellious, brave",[768-dim vector],Black_Male_Working,0.88,0
1455,Adventures of Huckleberry Finn,Mark Twain,1884,Character_1455,"Character_1455 is described as loving, fearless, reflecting Unknown unknown identity.",Unknown,Unknown,Upper,"loving, fearless",[768-dim vector],Unknown_Unknown_Upper,0.48,1
1456,Their Eyes Were Watching God,Zora Neale Hurston,1937,Character_1456,"Character_1456 is described as caring, defiant, reflecting Black unknown identity.",Unknown,Black,Working,"caring, defiant",[768-dim vector],Black_Unknown_Working,0.44,0
1457,Song of Solomon,Toni Morrison,1977,Character_1457,"Character_1457 is described as rebellious, hopeful, reflecting Unknown unknown identity.",Unknown,Unknown,Upper,"rebellious, hopeful",[768-dim vector],Unknown_Unknown_Upper,0.74,1
1458,Adventures of Huckleberry Finn,Mark Twain,1884,Character_1458,"Character_1458 is described as strong, caring, reflecting Black female identity.",Female,Black,Unknown,"strong, caring",[768-dim vector],Black_Female_Unknown,0.43,1
1459,Beloved,Toni Morrison,1987,Character_1459,"Character_1459 is described as loyal, fearless, reflecting Unknown unknown identity.",Unknown,Unknown,Middle,"loyal, fearless",[768-dim vector],Unknown_Unknown_Middle,0.75,1
1460,Song of Solomon,Toni Morrison,1977,Character_1460,"Character_1460 is described as noble, loyal, reflecting Black non-binary identity.",Non-binary,Black,Working,"noble, loyal",[768-dim vector],Black_Non-binary_Working,0.55,1
1461,Their Eyes Were Watching God,Zora Neale Hurston,1937,Character_1461,"Character_1461 is described as devoted, fearless, reflecting Mixed female identity.",Female,Mixed,Unknown,"devoted, fearless",[768-dim vector],Mixed_Female_Unknown,0.5,1
1462,Moby-Dick,Herman Melville,1851,Character_1462,"Character_1462 is described as submissive, defiant, reflecting Unknown unknown identity.",Unknown,Unknown,Unknown,"submissive, defiant",[768-dim vector],Unknown_Unknown_Unknown,0.79,0
1463,Song of Solomon,Toni Morrison,1977,Character_1463,"Character_1463 is described as caring, devoted, reflecting Unknown unknown identity.",Unknown,Unknown,Unknown,"caring, devoted",[768-dim vector],Unknown_Unknown_Unknown,0.52,1
1464,Song of Solomon,Toni Morrison,1977,Character_1464,"Character_1464 is described as caring, tragic, reflecting Black unknown identity.",Unknown,Black,Working,"caring, tragic",[768-dim vector],Black_Unknown_Working,0.78,1
1465,To Kill a Mockingbird,Harper Lee,1960,Character_1465,"Character_1465 is described as strong, loyal, reflecting Asian unknown identity.",Unknown,Asian,Working,"strong, loyal",[768-dim vector],Asian_Unknown_Working,0.75,1
1466,The Great Gatsby,F. Scott Fitzgerald,1925,Character_1466,"Character_1466 is described as noble, strong, reflecting Black female identity.",Female,Black,Enslaved/Servant,"noble, strong",[768-dim vector],Black_Female_Enslaved/Servant,0.65,1
1467,The Great Gatsby,F. Scott Fitzgerald,1925,Character_1467,"Character_1467 is described as defiant, caring, reflecting Asian non-binary identity.",Non-binary,Asian,Enslaved/Servant,"defiant, caring",[768-dim vector],Asian_Non-binary_Enslaved/Servant,0.35,1
1468,Their Eyes Were Watching God,Zora Neale Hurston,1937,Character_1468,"Character_1468 is described as independent, visionary, reflecting Black male identity.",Male,Black,Upper,"independent, visionary",[768-dim vector],Black_Male_Upper,0.73,0
1469,Song of Solomon,Toni Morrison,1977,Character_1469,"Character_1469 is described as loyal, visionary, reflecting Black non-binary identity.",Non-binary,Black,Unknown,"loyal, visionary",[768-dim vector],Black_Non-binary_Unknown,0.77,1
1470,Song of Solomon,Toni Morrison,1977,Character_1470,"Character_1470 is described as visionary, oppressed, reflecting Asian non-binary identity.",Non-binary,Asian,Enslaved/Servant,"visionary, oppressed",[768-dim vector],Asian_Non-binary_Enslaved/Servant,0.87,0
1471,Invisible Man,Ralph Ellison,1952,Character_1471,"Character_1471 is described as resilient, strong, reflecting Asian non-binary identity.",Non-binary,Asian,Working,"resilient, strong",[768-dim vector],Asian_Non-binary_Working,0.46,1
1472,The Scarlet Letter,Nathaniel Hawthorne,1850,Character_1472,"Character_1472 is described as resilient, submissive, reflecting Asian female identity.",Female,Asian,Middle,"resilient, submissive",[768-dim vector],Asian_Female_Middle,0.48,1
1473,Beloved,Toni Morrison,1987,Character_1473,"Character_1473 is described as tragic, submissive, reflecting Indigenous male identity.",Male,Indigenous,Unknown,"tragic, submissive",[768-dim vector],Indigenous_Male_Unknown,0.76,0
1474,Their Eyes Were Watching God,Zora Neale Hurston,1937,Character_1474,"Character_1474 is described as submissive, caring, reflecting White female identity.",Female,White,Upper,"submissive, caring",[768-dim vector],White_Female_Upper,0.61,1
1475,The Scarlet Letter,Nathaniel Hawthorne,1850,Character_1475,"Character_1475 is described as loving, resilient, reflecting Indigenous female identity.",Female,Indigenous,Middle,"loving, resilient",[768-dim vector],Indigenous_Female_Middle,0.52,1
1476,Their Eyes Were Watching God,Zora Neale Hurston,1937,Character_1476,"Character_1476 is described as hopeful, resilient, reflecting Black non-binary identity.",Non-binary,Black,Unknown,"hopeful, resilient",[768-dim vector],Black_Non-binary_Unknown,0.8,1
1477,The Scarlet Letter,Nathaniel Hawthorne,1850,Character_1477,"Character_1477 is described as strong, heroic, reflecting Indigenous non-binary identity.",Non-binary,Indigenous,Working,"strong, heroic",[768-dim vector],Indigenous_Non-binary_Working,0.73,1
1478,White Noise,Don DeLillo,1985,Character_1478,"Character_1478 is described as hopeful, strong, reflecting Asian male identity.",Male,Asian,Unknown,"hopeful, strong",[768-dim vector],Asian_Male_Unknown,0.85,1
1479,The Great Gatsby,F. Scott Fitzgerald,1925,Character_1479,"Character_1479 is described as devoted, noble, reflecting Unknown female identity.",Female,Unknown,Middle,"devoted, noble",[768-dim vector],Unknown_Female_Middle,0.74,1
1480,Song of Solomon,Toni Morrison,1977,Character_1480,"Character_1480 is described as loving, submissive, reflecting Unknown unknown identity.",Unknown,Unknown,Enslaved/Servant,"loving, submissive",[768-dim vector],Unknown_Unknown_Enslaved/Servant,0.46,1
1481,Beloved,Toni Morrison,1987,Character_1481,"Character_1481 is described as fearless, visionary, reflecting Asian female identity.",Female,Asian,Enslaved/Servant,"fearless, visionary",[768-dim vector],Asian_Female_Enslaved/Servant,0.42,1
1482,To Kill a Mockingbird,Harper Lee,1960,Character_1482,"Character_1482 is described as hopeful, independent, reflecting Indigenous male identity.",Male,Indigenous,Middle,"hopeful, independent",[768-dim vector],Indigenous_Male_Middle,0.5,1
1483,The Scarlet Letter,Nathaniel Hawthorne,1850,Character_1483,"Character_1483 is described as loving, noble, reflecting Unknown unknown identity.",Unknown,Unknown,Working,"loving, noble",[768-dim vector],Unknown_Unknown_Working,0.81,1
1484,Invisible Man,Ralph Ellison,1952,Character_1484,"Character_1484 is described as heroic, independent, reflecting Unknown unknown identity.",Unknown,Unknown,Enslaved/Servant,"heroic, independent",[768-dim vector],Unknown_Unknown_Enslaved/Servant,0.74,1
1485,Beloved,Toni Morrison,1987,Character_1485,"Character_1485 is described as hopeful, heroic, reflecting Mixed male identity.",Male,Mixed,Upper,"hopeful, heroic",[768-dim vector],Mixed_Male_Upper,0.87,1
1486,Beloved,Toni Morrison,1987,Character_1486,"Character_1486 is described as strong, submissive, reflecting Asian unknown identity.",Unknown,Asian,Middle,"strong, submissive",[768-dim vector],Asian_Unknown_Middle,0.53,0
1487,Song of Solomon,Toni Morrison,1977,Character_1487,"Character_1487 is described as rebellious, loving, reflecting Black unknown identity.",Unknown,Black,Enslaved/Servant,"rebellious, loving",[768-dim vector],Black_Unknown_Enslaved/Servant,0.77,1
1488,White Noise,Don DeLillo,1985,Character_1488,"Character_1488 is described as submissive, defiant, reflecting Unknown unknown identity.",Unknown,Unknown,Working,"submissive, defiant",[768-dim vector],Unknown_Unknown_Working,0.53,0
1489,Moby-Dick,Herman Melville,1851,Character_1489,"Character_1489 is described as devoted, brave, reflecting White female identity.",Female,White,Unknown,"devoted, brave",[768-dim vector],White_Female_Unknown,0.8,0
1490,Adventures of Huckleberry Finn,Mark Twain,1884,Character_1490,"Character_1490 is described as independent, fearless, reflecting White female identity.",Female,White,Enslaved/Servant,"independent, fearless",[768-dim vector],White_Female_Enslaved/Servant,0.72,1
1491,The Great Gatsby,F. Scott Fitzgerald,1925,Character_1491,"Character_1491 is described as submissive, visionary, reflecting Unknown non-binary identity.",Non-binary,Unknown,Unknown,"submissive, visionary",[768-dim vector],Unknown_Non-binary_Unknown,0.56,0
1492,The Scarlet Letter,Nathaniel Hawthorne,1850,Character_1492,"Character_1492 is described as defiant, loving, reflecting Mixed non-binary identity.",Non-binary,Mixed,Upper,"defiant, loving",[768-dim vector],Mixed_Non-binary_Upper,0.72,1
1493,Invisible Man,Ralph Ellison,1952,Character_1493,"Character_1493 is described as hopeful, oppressed, reflecting Black unknown identity.",Unknown,Black,Upper,"hopeful, oppressed",[768-dim vector],Black_Unknown_Upper,0.63,1
1494,To Kill a Mockingbird,Harper Lee,1960,Character_1494,"Character_1494 is described as hopeful, fearless, reflecting Asian male identity.",Male,Asian,Middle,"hopeful, fearless",[768-dim vector],Asian_Male_Middle,0.33,1
1495,Their Eyes Were Watching God,Zora Neale Hurston,1937,Character_1495,"Character_1495 is described as defiant, independent, reflecting Unknown unknown identity.",Unknown,Unknown,Enslaved/Servant,"defiant, independent",[768-dim vector],Unknown_Unknown_Enslaved/Servant,0.73,1
1496,White Noise,Don DeLillo,1985,Character_1496,"Character_1496 is described as resilient, fearless, reflecting Mixed female identity.",Female,Mixed,Enslaved/Servant,"resilient, fearless",[768-dim vector],Mixed_Female_Enslaved/Servant,0.41,1
1497,The Scarlet Letter,Nathaniel Hawthorne,1850,Character_1497,"Character_1497 is described as strong, noble, reflecting Asian female identity.",Female,Asian,Upper,"strong, noble",[768-dim vector],Asian_Female_Upper,0.63,1
1498,Song of Solomon,Toni Morrison,1977,Character_1498,"Character_1498 is described as visionary, heroic, reflecting Mixed non-binary identity.",Non-binary,Mixed,Enslaved/Servant,"visionary, heroic",[768-dim vector],Mixed_Non-binary_Enslaved/Servant,0.38,1
1499,White Noise,Don DeLillo,1985,Character_1499,"Character_1499 is described as independent, visionary, reflecting Unknown male identity.",Male,Unknown,Upper,"independent, visionary",[768-dim vector],Unknown_Male_Upper,0.39,1
1500,Beloved,Toni Morrison,1987,Character_1500,"Character_1500 is described as defiant, oppressed, reflecting Asian non-binary identity.",Non-binary,Asian,Unknown,"defiant, oppressed",[768-dim vector],Asian_Non-binary_Unknown,0.47,1
1501,The Great Gatsby,F. Scott Fitzgerald,1925,Character_1501,"Character_1501 is described as visionary, strong, reflecting Mixed female identity.",Female,Mixed,Enslaved/Servant,"visionary, strong",[768-dim vector],Mixed_Female_Enslaved/Servant,0.7,1
1502,Adventures of Huckleberry Finn,Mark Twain,1884,Character_1502,"Character_1502 is described as noble, defiant, reflecting Asian male identity.",Male,Asian,Upper,"noble, defiant",[768-dim vector],Asian_Male_Upper,0.45,1
1503,Their Eyes Were Watching God,Zora Neale Hurston,1937,Character_1503,"Character_1503 is described as fearless, devoted, reflecting Unknown non-binary identity.",Non-binary,Unknown,Upper,"fearless, devoted",[768-dim vector],Unknown_Non-binary_Upper,0.64,1
1504,Invisible Man,Ralph Ellison,1952,Character_1504,"Character_1504 is described as rebellious, tragic, reflecting Indigenous male identity.",Male,Indigenous,Upper,"rebellious, tragic",[768-dim vector],Indigenous_Male_Upper,0.84,0
1505,Beloved,Toni Morrison,1987,Character_1505,"Character_1505 is described as resilient, fearless, reflecting Asian unknown identity.",Unknown,Asian,Middle,"resilient, fearless",[768-dim vector],Asian_Unknown_Middle,0.7,0
1506,Song of Solomon,Toni Morrison,1977,Character_1506,"Character_1506 is described as submissive, visionary, reflecting Asian male identity.",Male,Asian,Upper,"submissive, visionary",[768-dim vector],Asian_Male_Upper,0.63,0
1507,Invisible Man,Ralph Ellison,1952,Character_1507,"Character_1507 is described as fearless, strong, reflecting Unknown non-binary identity.",Non-binary,Unknown,Enslaved/Servant,"fearless, strong",[768-dim vector],Unknown_Non-binary_Enslaved/Servant,0.48,1
1508,The Scarlet Letter,Nathaniel Hawthorne,1850,Character_1508,"Character_1508 is described as hopeful, loving, reflecting Indigenous male identity.",Male,Indigenous,Upper,"hopeful, loving",[768-dim vector],Indigenous_Male_Upper,0.67,1
1509,To Kill a Mockingbird,Harper Lee,1960,Character_1509,"Character_1509 is described as submissive, noble, reflecting Asian unknown identity.",Unknown,Asian,Upper,"submissive, noble",[768-dim vector],Asian_Unknown_Upper,0.74,1
1510,To Kill a Mockingbird,Harper Lee,1960,Character_1510,"Character_1510 is described as defiant, heroic, reflecting Asian female identity.",Female,Asian,Working,"defiant, heroic",[768-dim vector],Asian_Female_Working,0.34,1
1511,The Scarlet Letter,Nathaniel Hawthorne,1850,Character_1511,"Character_1511 is described as rebellious, strong, reflecting Black male identity.",Male,Black,Working,"rebellious, strong",[768-dim vector],Black_Male_Working,0.47,1
1512,Adventures of Huckleberry Finn,Mark Twain,1884,Character_1512,"Character_1512 is described as resilient, hopeful, reflecting Unknown male identity.",Male,Unknown,Upper,"resilient, hopeful",[768-dim vector],Unknown_Male_Upper,0.71,1
1513,To Kill a Mockingbird,Harper Lee,1960,Character_1513,"Character_1513 is described as loyal, fearless, reflecting Black non-binary identity.",Non-binary,Black,Middle,"loyal, fearless",[768-dim vector],Black_Non-binary_Middle,0.33,1
1514,To Kill a Mockingbird,Harper Lee,1960,Character_1514,"Character_1514 is described as rebellious, strong, reflecting Unknown male identity.",Male,Unknown,Unknown,"rebellious, strong",[768-dim vector],Unknown_Male_Unknown,0.87,1
1515,Their Eyes Were Watching God,Zora Neale Hurston,1937,Character_1515,"Character_1515 is described as brave, loyal, reflecting White unknown identity.",Unknown,White,Unknown,"brave, loyal",[768-dim vector],White_Unknown_Unknown,0.7,1
1516,Invisible Man,Ralph Ellison,1952,Character_1516,"Character_1516 is described as noble, fearless, reflecting Black female identity.",Female,Black,Working,"noble, fearless",[768-dim vector],Black_Female_Working,0.42,1
1517,Moby-Dick,Herman Melville,1851,Character_1517,"Character_1517 is described as brave, loving, reflecting Asian male identity.",Male,Asian,Upper,"brave, loving",[768-dim vector],Asian_Male_Upper,0.75,0
1518,The Great Gatsby,F. Scott Fitzgerald,1925,Character_1518,"Character_1518 is described as defiant, heroic, reflecting Black male identity.",Male,Black,Upper,"defiant, heroic",[768-dim vector],Black_Male_Upper,0.47,0
1519,The Scarlet Letter,Nathaniel Hawthorne,1850,Character_1519,"Character_1519 is described as loving, heroic, reflecting Mixed unknown identity.",Unknown,Mixed,Upper,"loving, heroic",[768-dim vector],Mixed_Unknown_Upper,0.56,1
1520,Song of Solomon,Toni Morrison,1977,Character_1520,"Character_1520 is described as heroic, strong, reflecting Mixed female identity.",Female,Mixed,Middle,"heroic, strong",[768-dim vector],Mixed_Female_Middle,0.34,1
1521,Invisible Man,Ralph Ellison,1952,Character_1521,"Character_1521 is described as rebellious, caring, reflecting Black male identity.",Male,Black,Middle,"rebellious, caring",[768-dim vector],Black_Male_Middle,0.41,1
1522,Beloved,Toni Morrison,1987,Character_1522,"Character_1522 is described as loving, brave, reflecting White female identity.",Female,White,Enslaved/Servant,"loving, brave",[768-dim vector],White_Female_Enslaved/Servant,0.37,1
1523,Invisible Man,Ralph Ellison,1952,Character_1523,"Character_1523 is described as submissive, resilient, reflecting Asian female identity.",Female,Asian,Middle,"submissive, resilient",[768-dim vector],Asian_Female_Middle,0.74,1
1524,White Noise,Don DeLillo,1985,Character_1524,"Character_1524 is described as fearless, oppressed, reflecting White non-binary identity.",Non-binary,White,Upper,"fearless, oppressed",[768-dim vector],White_Non-binary_Upper,0.55,1
1525,Their Eyes Were Watching God,Zora Neale Hurston,1937,Character_1525,"Character_1525 is described as defiant, resilient, reflecting White unknown identity.",Unknown,White,Unknown,"defiant, resilient",[768-dim vector],White_Unknown_Unknown,0.54,0
1526,Moby-Dick,Herman Melville,1851,Character_1526,"Character_1526 is described as hopeful, loving, reflecting Unknown non-binary identity.",Non-binary,Unknown,Enslaved/Servant,"hopeful, loving",[768-dim vector],Unknown_Non-binary_Enslaved/Servant,0.42,1
1527,Adventures of Huckleberry Finn,Mark Twain,1884,Character_1527,"Character_1527 is described as submissive, loving, reflecting Unknown non-binary identity.",Non-binary,Unknown,Enslaved/Servant,"submissive, loving",[768-dim vector],Unknown_Non-binary_Enslaved/Servant,0.46,0
1528,The Scarlet Letter,Nathaniel Hawthorne,1850,Character_1528,"Character_1528 is described as noble, tragic, reflecting Asian unknown identity.",Unknown,Asian,Unknown,"noble, tragic",[768-dim vector],Asian_Unknown_Unknown,0.69,1
1529,White Noise,Don DeLillo,1985,Character_1529,"Character_1529 is described as rebellious, independent, reflecting Black male identity.",Male,Black,Upper,"rebellious, independent",[768-dim vector],Black_Male_Upper,0.66,0
1530,The Great Gatsby,F. Scott Fitzgerald,1925,Character_1530,"Character_1530 is described as submissive, loyal, reflecting Black unknown identity.",Unknown,Black,Unknown,"submissive, loyal",[768-dim vector],Black_Unknown_Unknown,0.35,1
1531,Adventures of Huckleberry Finn,Mark Twain,1884,Character_1531,"Character_1531 is described as fearless, hopeful, reflecting Asian non-binary identity.",Non-binary,Asian,Working,"fearless, hopeful",[768-dim vector],Asian_Non-binary_Working,0.48,0
1532,Invisible Man,Ralph Ellison,1952,Character_1532,"Character_1532 is described as noble, visionary, reflecting Unknown female identity.",Female,Unknown,Upper,"noble, visionary",[768-dim vector],Unknown_Female_Upper,0.66,1
1533,Beloved,Toni Morrison,1987,Character_1533,"Character_1533 is described as loyal, tragic, reflecting Indigenous female identity.",Female,Indigenous,Working,"loyal, tragic",[768-dim vector],Indigenous_Female_Working,0.69,0
1534,Invisible Man,Ralph Ellison,1952,Character_1534,"Character_1534 is described as loving, heroic, reflecting White non-binary identity.",Non-binary,White,Middle,"loving, heroic",[768-dim vector],White_Non-binary_Middle,0.31,1
1535,The Great Gatsby,F. Scott Fitzgerald,1925,Character_1535,"Character_1535 is described as noble, heroic, reflecting Mixed female identity.",Female,Mixed,Upper,"noble, heroic",[768-dim vector],Mixed_Female_Upper,0.45,1
1536,White Noise,Don DeLillo,1985,Character_1536,"Character_1536 is described as defiant, visionary, reflecting Mixed unknown identity.",Unknown,Mixed,Working,"defiant, visionary",[768-dim vector],Mixed_Unknown_Working,0.72,1
1537,The Scarlet Letter,Nathaniel Hawthorne,1850,Character_1537,"Character_1537 is described as fearless, loyal, reflecting Asian male identity.",Male,Asian,Upper,"fearless, loyal",[768-dim vector],Asian_Male_Upper,0.49,0
1538,Adventures of Huckleberry Finn,Mark Twain,1884,Character_1538,"Character_1538 is described as defiant, fearless, reflecting Black female identity.",Female,Black,Upper,"defiant, fearless",[768-dim vector],Black_Female_Upper,0.66,1
1539,The Great Gatsby,F. Scott Fitzgerald,1925,Character_1539,"Character_1539 is described as independent, defiant, reflecting Asian male identity.",Male,Asian,Enslaved/Servant,"independent, defiant",[768-dim vector],Asian_Male_Enslaved/Servant,0.87,0
